Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 古代镶边砖
appliedenergistics2:facade:0, 线缆伪装板 - 古代瓦块
appliedenergistics2:facade:0, 线缆伪装板 - 古代灯笼
appliedenergistics2:facade:0, 线缆伪装板 - 石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 密封板
appliedenergistics2:facade:0, 线缆伪装板 - 加固密封板
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铁青木
appliedenergistics2:facade:0, 线缆伪装板 - 炽木
appliedenergistics2:facade:0, 线缆伪装板 - 铁青木叶子
appliedenergistics2:facade:0, 线缆伪装板 - 炽木叶子
appliedenergistics2:facade:0, 线缆伪装板 - 黑贝壳木
appliedenergistics2:facade:0, 线缆伪装板 - 巴西松木
appliedenergistics2:facade:0, 线缆伪装板 - 香柏木
appliedenergistics2:facade:0, 线缆伪装板 - 美利松木
appliedenergistics2:facade:0, 线缆伪装板 - 黑贝壳木叶子
appliedenergistics2:facade:0, 线缆伪装板 - 巴西松叶
appliedenergistics2:facade:0, 线缆伪装板 - 香柏木叶子
appliedenergistics2:facade:0, 线缆伪装板 - 美利松树叶
appliedenergistics2:facade:0, 线缆伪装板 - 水晶地面
appliedenergistics2:facade:0, 线缆伪装板 - 水晶木
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗的水晶木
appliedenergistics2:facade:0, 线缆伪装板 - 水晶叶
appliedenergistics2:facade:0, 线缆伪装板 - 黑暗的水晶叶
appliedenergistics2:facade:0, 线缆伪装板 - Crystal Wood Planks
appliedenergistics2:facade:0, 线缆伪装板 - Dark Crystal Wood Planks
appliedenergistics2:facade:0, 线缆伪装板 - 铁青木木板
appliedenergistics2:facade:0, 线缆伪装板 - 炽木木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑贝壳木板
appliedenergistics2:facade:0, 线缆伪装板 - 巴西松木木板
appliedenergistics2:facade:0, 线缆伪装板 - 香柏木木板
appliedenergistics2:facade:0, 线缆伪装板 - 美利松木木板
appliedenergistics2:facade:0, 线缆伪装板 - 黑莓叶子
appliedenergistics2:facade:0, 线缆伪装板 - 蓝莓叶子
appliedenergistics2:facade:0, 线缆伪装板 - 落叶子
appliedenergistics2:facade:0, 线缆伪装板 - 常绿叶子
appliedenergistics2:facade:0, 线缆伪装板 - 越橘叶子
appliedenergistics2:facade:0, 线缆伪装板 - 覆盆子叶子
appliedenergistics2:facade:0, 线缆伪装板 - 方镁矾混合物块
appliedenergistics2:facade:0, 线缆伪装板 - 方镁矾瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 方镁矾平滑瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 大块古代瓦砖
appliedenergistics2:facade:0, 线缆伪装板 - 密封板瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 密封板箍桶
appliedenergistics2:facade:0, 线缆伪装板 - 密封板支柱
appliedenergistics2:facade:0, 线缆伪装板 - 锻铁瓷砖
appliedenergistics2:facade:0, 线缆伪装板 - 锻铁平台
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:crystal_seed:0, 赛特斯石英种子
appliedenergistics2:crystal_seed:600, 下界石英种子
appliedenergistics2:crystal_seed:1200, 福鲁伊克斯种子
appliedenergistics2:encoded_pattern, 编码样板
appliedenergistics2:paint_ball:0, 染色球 - 白色
appliedenergistics2:paint_ball:1, 染色球 - 橙色
appliedenergistics2:paint_ball:2, 染色球 - 品红色
appliedenergistics2:paint_ball:3, 染色球 - 浅蓝色
appliedenergistics2:paint_ball:4, 染色球 - 黄色
appliedenergistics2:paint_ball:5, 染色球 - 柠檬色
appliedenergistics2:paint_ball:6, 染色球 - 粉色
appliedenergistics2:paint_ball:7, 染色球 - 灰色
appliedenergistics2:paint_ball:8, 染色球 - 浅灰色
appliedenergistics2:paint_ball:9, 染色球 - 青色
appliedenergistics2:paint_ball:10, 染色球 - 紫色
appliedenergistics2:paint_ball:11, 染色球 - 蓝色
appliedenergistics2:paint_ball:12, 染色球 - 棕色
appliedenergistics2:paint_ball:13, 染色球 - 绿色
appliedenergistics2:paint_ball:14, 染色球 - 红色
appliedenergistics2:paint_ball:15, 染色球 - 黑色
appliedenergistics2:paint_ball:20, 染色球 - 光通 白色
appliedenergistics2:paint_ball:21, 染色球 - 光通 橙色
appliedenergistics2:paint_ball:22, 染色球 - 光通 品红色
appliedenergistics2:paint_ball:23, 染色球 - 光通 浅蓝色
appliedenergistics2:paint_ball:24, 染色球 - 光通 黄色
appliedenergistics2:paint_ball:25, 染色球 - 光通 柠檬色
appliedenergistics2:paint_ball:26, 染色球 - 光通 粉色
appliedenergistics2:paint_ball:27, 染色球 - 光通 灰色
appliedenergistics2:paint_ball:28, 染色球 - 光通 浅灰色
appliedenergistics2:paint_ball:29, 染色球 - 光通 青色
appliedenergistics2:paint_ball:30, 染色球 - 光通 紫色
appliedenergistics2:paint_ball:31, 染色球 - 光通 蓝色
appliedenergistics2:paint_ball:32, 染色球 - 光通 棕色
appliedenergistics2:paint_ball:33, 染色球 - 光通 绿色
appliedenergistics2:paint_ball:34, 染色球 - 光通 红色
appliedenergistics2:paint_ball:35, 染色球 - 光通 黑色
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, 高级卡
appliedenergistics2:material:44, 破坏核心
appliedenergistics2:material:25, 基础卡
appliedenergistics2:material:52, 空白样板
appliedenergistics2:material:23, 运算处理器
appliedenergistics2:material:13, 运算压印模板
appliedenergistics2:material:16, 运算电路板
appliedenergistics2:material:27, 容量卡
appliedenergistics2:material:53, 合成卡
appliedenergistics2:material:29, 模糊卡
appliedenergistics2:material:31, 反相卡
appliedenergistics2:material:26, 红石卡
appliedenergistics2:material:30, 加速卡
appliedenergistics2:material:34, 128³-空间组件
appliedenergistics2:material:37, 16k-ME存储组件
appliedenergistics2:material:33, 16³-空间组件
appliedenergistics2:material:35, 1k-ME存储组件
appliedenergistics2:material:32, 2³-空间组件
appliedenergistics2:material:36, 4k-ME存储组件
appliedenergistics2:material:38, 64k-ME存储组件
appliedenergistics2:material:0, 赛特斯石英水晶
appliedenergistics2:material:1, 充能赛特斯石英水晶
appliedenergistics2:material:2, 赛特斯石英粉
appliedenergistics2:material:39, ME存储外壳
appliedenergistics2:material:46, 末影粉
appliedenergistics2:material:24, 工程处理器
appliedenergistics2:material:14, 工程压印模板
appliedenergistics2:material:17, 工程电路板
appliedenergistics2:material:4, 面粉
appliedenergistics2:material:56, 16k-ME流体存储组件
appliedenergistics2:material:54, 1k-ME流体存储组件
appliedenergistics2:material:55, 4k-ME流体存储组件
appliedenergistics2:material:57, 64k-ME流体存储组件
appliedenergistics2:material:7, 福鲁伊克斯水晶
appliedenergistics2:material:8, 福鲁伊克斯粉
appliedenergistics2:material:9, 福鲁伊克斯珍珠
appliedenergistics2:material:43, 成型核心
appliedenergistics2:material:51, 金粉
appliedenergistics2:material:49, 铁粉
appliedenergistics2:material:22, 逻辑处理器
appliedenergistics2:material:15, 逻辑压印模板
appliedenergistics2:material:18, 逻辑电路板
appliedenergistics2:material:6, 物质球
appliedenergistics2:material:21, 名称压印模板
appliedenergistics2:material:3, 下界石英粉
appliedenergistics2:material:10, 高纯赛特斯石英水晶
appliedenergistics2:material:12, 高纯福鲁伊克斯水晶
appliedenergistics2:material:11, 高纯下界石英水晶
appliedenergistics2:material:48, 量子缠绕态奇点
appliedenergistics2:material:5, 硅
appliedenergistics2:material:19, 硅压印模板
appliedenergistics2:material:20, 硅板
appliedenergistics2:material:47, 奇点
appliedenergistics2:material:45, 陨石粉
appliedenergistics2:material:41, 无线接收器
appliedenergistics2:material:42, 无线信号增幅器
appliedenergistics2:material:40, 木齿轮
appliedenergistics2:part:300, ME破坏面板
appliedenergistics2:part:120, 线缆锚
appliedenergistics2:part:20, ME包层线缆 - 白色
appliedenergistics2:part:21, ME包层线缆 - 橙色
appliedenergistics2:part:22, ME包层线缆 - 品红色
appliedenergistics2:part:23, ME包层线缆 - 浅蓝色
appliedenergistics2:part:24, ME包层线缆 - 黄色
appliedenergistics2:part:25, ME包层线缆 - 柠檬色
appliedenergistics2:part:26, ME包层线缆 - 粉色
appliedenergistics2:part:27, ME包层线缆 - 灰色
appliedenergistics2:part:28, ME包层线缆 - 浅灰色
appliedenergistics2:part:29, ME包层线缆 - 青色
appliedenergistics2:part:30, ME包层线缆 - 紫色
appliedenergistics2:part:31, ME包层线缆 - 蓝色
appliedenergistics2:part:32, ME包层线缆 - 棕色
appliedenergistics2:part:33, ME包层线缆 - 绿色
appliedenergistics2:part:34, ME包层线缆 - 红色
appliedenergistics2:part:35, ME包层线缆 - 黑色
appliedenergistics2:part:36, ME包层线缆 - Fluix默认色
appliedenergistics2:part:500, ME致密包层线缆 - 白色
appliedenergistics2:part:501, ME致密包层线缆 - 橙色
appliedenergistics2:part:502, ME致密包层线缆 - 品红色
appliedenergistics2:part:503, ME致密包层线缆 - 浅蓝色
appliedenergistics2:part:504, ME致密包层线缆 - 黄色
appliedenergistics2:part:505, ME致密包层线缆 - 柠檬色
appliedenergistics2:part:506, ME致密包层线缆 - 粉色
appliedenergistics2:part:507, ME致密包层线缆 - 灰色
appliedenergistics2:part:508, ME致密包层线缆 - 浅灰色
appliedenergistics2:part:509, ME致密包层线缆 - 青色
appliedenergistics2:part:510, ME致密包层线缆 - 紫色
appliedenergistics2:part:511, ME致密包层线缆 - 蓝色
appliedenergistics2:part:512, ME致密包层线缆 - 棕色
appliedenergistics2:part:513, ME致密包层线缆 - 绿色
appliedenergistics2:part:514, ME致密包层线缆 - 红色
appliedenergistics2:part:515, ME致密包层线缆 - 黑色
appliedenergistics2:part:516, ME致密包层线缆 - Fluix默认色
appliedenergistics2:part:60, ME致密线缆 - 白色
appliedenergistics2:part:61, ME致密线缆 - 橙色
appliedenergistics2:part:62, ME致密线缆 - 品红色
appliedenergistics2:part:63, ME致密线缆 - 浅蓝色
appliedenergistics2:part:64, ME致密线缆 - 黄色
appliedenergistics2:part:65, ME致密线缆 - 柠檬色
appliedenergistics2:part:66, ME致密线缆 - 粉色
appliedenergistics2:part:67, ME致密线缆 - 灰色
appliedenergistics2:part:68, ME致密线缆 - 浅灰色
appliedenergistics2:part:69, ME致密线缆 - 青色
appliedenergistics2:part:70, ME致密线缆 - 紫色
appliedenergistics2:part:71, ME致密线缆 - 蓝色
appliedenergistics2:part:72, ME致密线缆 - 棕色
appliedenergistics2:part:73, ME致密线缆 - 绿色
appliedenergistics2:part:74, ME致密线缆 - 红色
appliedenergistics2:part:75, ME致密线缆 - 黑色
appliedenergistics2:part:76, ME致密线缆 - Fluix默认色
appliedenergistics2:part:0, ME玻璃线缆 - 白色
appliedenergistics2:part:1, ME玻璃线缆 - 橙色
appliedenergistics2:part:2, ME玻璃线缆 - 品红色
appliedenergistics2:part:3, ME玻璃线缆 - 浅蓝色
appliedenergistics2:part:4, ME玻璃线缆 - 黄色
appliedenergistics2:part:5, ME玻璃线缆 - 柠檬色
appliedenergistics2:part:6, ME玻璃线缆 - 粉色
appliedenergistics2:part:7, ME玻璃线缆 - 灰色
appliedenergistics2:part:8, ME玻璃线缆 - 浅灰色
appliedenergistics2:part:9, ME玻璃线缆 - 青色
appliedenergistics2:part:10, ME玻璃线缆 - 紫色
appliedenergistics2:part:11, ME玻璃线缆 - 蓝色
appliedenergistics2:part:12, ME玻璃线缆 - 棕色
appliedenergistics2:part:13, ME玻璃线缆 - 绿色
appliedenergistics2:part:14, ME玻璃线缆 - 红色
appliedenergistics2:part:15, ME玻璃线缆 - 黑色
appliedenergistics2:part:16, ME玻璃线缆 - Fluix默认色
appliedenergistics2:part:40, ME智能线缆 - 白色
appliedenergistics2:part:41, ME智能线缆 - 橙色
appliedenergistics2:part:42, ME智能线缆 - 品红色
appliedenergistics2:part:43, ME智能线缆 - 浅蓝色
appliedenergistics2:part:44, ME智能线缆 - 黄色
appliedenergistics2:part:45, ME智能线缆 - 柠檬色
appliedenergistics2:part:46, ME智能线缆 - 粉色
appliedenergistics2:part:47, ME智能线缆 - 灰色
appliedenergistics2:part:48, ME智能线缆 - 浅灰色
appliedenergistics2:part:49, ME智能线缆 - 青色
appliedenergistics2:part:50, ME智能线缆 - 紫色
appliedenergistics2:part:51, ME智能线缆 - 蓝色
appliedenergistics2:part:52, ME智能线缆 - 棕色
appliedenergistics2:part:53, ME智能线缆 - 绿色
appliedenergistics2:part:54, ME智能线缆 - 红色
appliedenergistics2:part:55, ME智能线缆 - 黑色
appliedenergistics2:part:56, ME智能线缆 - Fluix默认色
appliedenergistics2:part:420, ME交换监控器
appliedenergistics2:part:360, ME合成终端
appliedenergistics2:part:200, 暗色照明面板
appliedenergistics2:part:260, ME输出总线
appliedenergistics2:part:302, ME流体破坏面板
appliedenergistics2:part:261, ME流体输出总线
appliedenergistics2:part:321, ME流体成型面板
appliedenergistics2:part:241, ME流体输入总线
appliedenergistics2:part:441, ME流体接口
appliedenergistics2:part:281, ME流体标准发信器
appliedenergistics2:part:221, ME流体储存总线
appliedenergistics2:part:520, ME流体终端
appliedenergistics2:part:320, ME成型面板
appliedenergistics2:part:301, ME精准破坏面板
appliedenergistics2:part:240, ME输入总线
appliedenergistics2:part:440, ME接口
appliedenergistics2:part:480, ME接口终端
appliedenergistics2:part:100, ME反相触发总线
appliedenergistics2:part:280, ME标准发信器
appliedenergistics2:part:160, 亮色照明面板
appliedenergistics2:part:469, P2P通道 - FE
appliedenergistics2:part:463, P2P通道 - 流体
appliedenergistics2:part:462, P2P通道 - 物品
appliedenergistics2:part:467, P2P通道 - 光
appliedenergistics2:part:460, P2P通道 - ME
appliedenergistics2:part:461, P2P通道 - 红石
appliedenergistics2:part:340, ME样板终端
appliedenergistics2:part:140, 石英纤维
appliedenergistics2:part:180, 照明面板
appliedenergistics2:part:220, ME存储总线
appliedenergistics2:part:400, ME存储监控器
appliedenergistics2:part:380, ME终端
appliedenergistics2:part:80, ME触发总线
baubles:ring:0, 矿工指环
psi:material:0, Psi粉
psi:material:1, Psi金属锭
psi:material:2, Psi宝石
psi:material:3, 乌黑色Psi金属锭
psi:material:4, 乳白色Psi金属锭
psi:material:5, 乌黑色物质
psi:material:6, 乳白色物质
psi:cad_assembly:0, 铁质CAD机体
psi:cad_assembly:1, 金质CAD机体
psi:cad_assembly:2, Psi金属CAD机体
psi:cad_assembly:3, 乌黑色Psi金属CAD机体
psi:cad_assembly:4, 乳白色Psi金属CAD机体
psi:cad_assembly:5, 创造版CAD机体
psi:cad_core:0, 基础CAD核心
psi:cad_core:1, 超频CAD核心
psi:cad_core:2, 传导CAD核心
psi:cad_core:3, 极频CAD核心
psi:cad_core:4, 辐射CAD核心
psi:cad_socket:0, 基础CAD弹夹
psi:cad_socket:1, 信号CAD弹夹
psi:cad_socket:2, 大型CAD弹夹
psi:cad_socket:3, 透射CAD弹夹
psi:cad_socket:4, 巨型CAD弹夹
psi:cad_battery:0, 基础CAD电池
psi:cad_battery:1, 扩容CAD电池
psi:cad_battery:2, 超密CAD电池
psi:cad_colorizer_:0, 白色 CAD着色器
psi:cad_colorizer_:1, 橙色 CAD着色器
psi:cad_colorizer_:2, 品红色 CAD着色器
psi:cad_colorizer_:3, 淡蓝色 CAD着色器
psi:cad_colorizer_:4, 黄色 CAD着色器
psi:cad_colorizer_:5, 黄绿色 CAD着色器
psi:cad_colorizer_:6, 粉色 CAD着色器
psi:cad_colorizer_:7, 灰色 CAD着色器
psi:cad_colorizer_:8, 淡灰色 CAD着色器
psi:cad_colorizer_:9, 青色 CAD着色器
psi:cad_colorizer_:10, 紫色 CAD着色器
psi:cad_colorizer_:11, 蓝色 CAD着色器
psi:cad_colorizer_:12, 棕色 CAD着色器
psi:cad_colorizer_:13, 绿色 CAD着色器
psi:cad_colorizer_:14, 红色 CAD着色器
psi:cad_colorizer_:15, 黑色 CAD着色器
psi:cad_colorizer_:16, 全色 CAD着色器
psi:cad_colorizer_:17, Psi CAD着色器
psi:spell_bullet:0, 术式子弹
psi:spell_bullet:2, 投射型术式子弹
psi:spell_bullet:4, 循环型术式子弹
psi:spell_bullet:6, 圈阵型术式子弹
psi:spell_bullet:8, 榴弹型术式子弹
psi:spell_bullet:10, 遥控型术式子弹
psi:spell_bullet:12, 地雷型术式子弹
psi:spell_drive, item.spell_drive.name
psi:detonator, item.detonator.name
psi:exosuit_controller, item.exosuit_controller.name
psi:exosuit_sensor:0, 光传感器
psi:exosuit_sensor:1, 水传感器
psi:exosuit_sensor:2, 热传感器
psi:exosuit_sensor:3, 压力传感器
psi:vector_ruler, item.vector_ruler.name
psi:cad, item.cad.name
psi:psimetal_shovel, item.psimetal_shovel.name
psi:psimetal_pickaxe, item.psimetal_pickaxe.name
psi:psimetal_axe, item.psimetal_axe.name
psi:psimetal_sword, item.psimetal_sword.name
psi:psimetal_exosuit_helmet, item.psimetal_exosuit_helmet.name
psi:psimetal_exosuit_chestplate, item.psimetal_exosuit_chestplate.name
psi:psimetal_exosuit_leggings, item.psimetal_exosuit_leggings.name
psi:psimetal_exosuit_boots, item.psimetal_exosuit_boots.name
psi:cad_assembler, tile.cad_assembler.name
psi:programmer, tile.programmer.name
psi:psi_decorative:0, Psi粉块
psi:psi_decorative:1, Psi金属块
psi:psi_decorative:2, Psi宝石块
psi:psi_decorative:3, 深色Psi金属板
psi:psi_decorative:4, 深色Psi金属流光板
psi:psi_decorative:5, Bright Psimetal Plate
